mp_id,center_element,sample_name,site_equivalence_tag
mp-35539,Se,mp-35539__mp-35539-EXAFS-Se-K,equivalent
mp-35539,Zn,mp-35539__mp-35539-EXAFS-Zn-K,equivalent
mp-3553,Au,mp-3553__mp-3553-EXAFS-Au-K,equivalent
mp-3553,K,mp-3553__mp-3553-EXAFS-K-K,equivalent
mp-3553,Te,mp-3553__mp-3553-EXAFS-Te-K,equivalent
mp-35555,F,mp-35555__mp-35555-EXAFS-F-K,single_site
mp-35555,La,mp-35555__mp-35555-EXAFS-La-K,single_site
mp-35555,O,mp-35555__mp-35555-EXAFS-O-K,single_site
mp-3555,Ir,mp-3555__mp-3555-EXAFS-Ir-K,equivalent
mp-3555,La,mp-3555__mp-3555-EXAFS-La-K,equivalent
mp-3555,Si,mp-3555__mp-3555-EXAFS-Si-K,equivalent
mp-3556,O,mp-3556__mp-3556-EXAFS-O-K,equivalent
mp-3557,Cu,mp-3557__mp-3557-EXAFS-Cu-K,equivalent
mp-3557,Eu,mp-3557__mp-3557-EXAFS-Eu-K,single_site
mp-3557,Ge,mp-3557__mp-3557-EXAFS-Ge-K,equivalent
mp-35591,Er,mp-35591__mp-35591-EXAFS-Er-K,equivalent
mp-35591,Li,mp-35591__mp-35591-EXAFS-Li-K,equivalent
mp-35591,S,mp-35591__mp-35591-EXAFS-S-K,equivalent
mp-35596,Ni,mp-35596__mp-35596-EXAFS-Ni-K,equivalent
mp-355,Si,mp-355__mp-355-EXAFS-Si-K,equivalent
mp-35612,F,mp-35612__mp-35612-EXAFS-F-K,single_site
mp-35612,O,mp-35612__mp-35612-EXAFS-O-K,single_site
mp-35612,Pu,mp-35612__mp-35612-EXAFS-Pu-K,single_site
mp-35630,Cd,mp-35630__mp-35630-EXAFS-Cd-K,equivalent
mp-35630,Pr,mp-35630__mp-35630-EXAFS-Pr-K,equivalent
mp-35630,Se,mp-35630__mp-35630-EXAFS-Se-K,equivalent
mp-35647,Pt,mp-35647__mp-35647-EXAFS-Pt-K,equivalent
mp-35647,Zn,mp-35647__mp-35647-EXAFS-Zn-K,near_equivalent
mp-35651,La,mp-35651__mp-35651-EXAFS-La-K,equivalent
mp-35651,Se,mp-35651__mp-35651-EXAFS-Se-K,equivalent
mp-35651,U,mp-35651__mp-35651-EXAFS-U-K,equivalent
mp-35663,In,mp-35663__mp-35663-EXAFS-In-K,equivalent
mp-35663,Sr,mp-35663__mp-35663-EXAFS-Sr-K,single_site
mp-35663,Te,mp-35663__mp-35663-EXAFS-Te-K,equivalent
mp-3566,Ce,mp-3566__mp-3566-EXAFS-Ce-K,single_site
mp-3566,Ru,mp-3566__mp-3566-EXAFS-Ru-K,equivalent
mp-3566,Si,mp-3566__mp-3566-EXAFS-Si-K,equivalent
mp-35690,Ru,mp-35690__mp-35690-EXAFS-Ru-K,single_site
mp-3569,Nd,mp-3569__mp-3569-EXAFS-Nd-K,single_site
mp-3569,Os,mp-3569__mp-3569-EXAFS-Os-K,equivalent
mp-3569,Sb,mp-3569__mp-3569-EXAFS-Sb-K,equivalent
mp-356,Nd,mp-356__mp-356-EXAFS-Nd-K,equivalent
mp-3570,Nd,mp-3570__mp-3570-EXAFS-Nd-K,equivalent
mp-3570,P,mp-3570__mp-3570-EXAFS-P-K,equivalent
mp-3570,Pd,mp-3570__mp-3570-EXAFS-Pd-K,equivalent
mp-35714,La,mp-35714__mp-35714-EXAFS-La-K,near_equivalent
mp-35714,Tl,mp-35714__mp-35714-EXAFS-Tl-K,single_site
mp-35730,O,mp-35730__mp-35730-EXAFS-O-K,near_equivalent
mp-35730,U,mp-35730__mp-35730-EXAFS-U-K,equivalent
mp-35739,N,mp-35739__mp-35739-EXAFS-N-K,equivalent
mp-35739,U,mp-35739__mp-35739-EXAFS-U-K,equivalent
mp-35739,Zr,mp-35739__mp-35739-EXAFS-Zr-K,equivalent
mp-35751,C,mp-35751__mp-35751-EXAFS-C-K,equivalent
mp-35751,N,mp-35751__mp-35751-EXAFS-N-K,equivalent
mp-35751,Zn,mp-35751__mp-35751-EXAFS-Zn-K,equivalent
mp-3575,B,mp-3575__mp-3575-EXAFS-B-K,equivalent
mp-3575,Ca,mp-3575__mp-3575-EXAFS-Ca-K,equivalent
mp-3575,O,mp-3575__mp-3575-EXAFS-O-K,equivalent
mp-3576,Co,mp-3576__mp-3576-EXAFS-Co-K,equivalent
mp-3576,Ga,mp-3576__mp-3576-EXAFS-Ga-K,single_site
mp-3576,Hf,mp-3576__mp-3576-EXAFS-Hf-K,single_site
mp-35777,In,mp-35777__mp-35777-EXAFS-In-K,equivalent
mp-35777,Mg,mp-35777__mp-35777-EXAFS-Mg-K,single_site
mp-35777,Te,mp-35777__mp-35777-EXAFS-Te-K,equivalent
mp-35785,Cd,mp-35785__mp-35785-EXAFS-Cd-K,equivalent
mp-35785,S,mp-35785__mp-35785-EXAFS-S-K,equivalent
mp-35785,Y,mp-35785__mp-35785-EXAFS-Y-K,equivalent
mp-35787,Ca,mp-35787__mp-35787-EXAFS-Ca-K,equivalent
mp-35787,Dy,mp-35787__mp-35787-EXAFS-Dy-K,equivalent
mp-35787,S,mp-35787__mp-35787-EXAFS-S-K,equivalent
mp-35795,Bi,mp-35795__mp-35795-EXAFS-Bi-K,single_site
mp-35795,Pb,mp-35795__mp-35795-EXAFS-Pb-K,single_site
mp-35799,Hf,mp-35799__mp-35799-EXAFS-Hf-K,near_equivalent
mp-3579,Ge,mp-3579__mp-3579-EXAFS-Ge-K,equivalent
mp-3579,Se,mp-3579__mp-3579-EXAFS-Se-K,equivalent
mp-3579,U,mp-3579__mp-3579-EXAFS-U-K,equivalent
mp-357,Pd,mp-357__mp-357-EXAFS-Pd-K,equivalent
mp-357,Sm,mp-357__mp-357-EXAFS-Sm-K,single_site
mp-35801,Ir,mp-35801__mp-35801-EXAFS-Ir-K,equivalent
mp-35801,U,mp-35801__mp-35801-EXAFS-U-K,near_equivalent
mp-3581,Mn,mp-3581__mp-3581-EXAFS-Mn-K,equivalent
mp-3581,Ta,mp-3581__mp-3581-EXAFS-Ta-K,near_equivalent
mp-3582,Mg,mp-3582__mp-3582-EXAFS-Mg-K,near_equivalent
mp-35835,Ag,mp-35835__mp-35835-EXAFS-Ag-K,equivalent
mp-35835,Au,mp-35835__mp-35835-EXAFS-Au-K,near_equivalent
mp-3583,As,mp-3583__mp-3583-EXAFS-As-K,single_site
mp-3583,N,mp-3583__mp-3583-EXAFS-N-K,equivalent
mp-3583,U,mp-3583__mp-3583-EXAFS-U-K,equivalent
mp-35841,Cu,mp-35841__mp-35841-EXAFS-Cu-K,single_site
mp-35841,Ge,mp-35841__mp-35841-EXAFS-Ge-K,single_site
mp-3584,Nd,mp-3584__mp-3584-EXAFS-Nd-K,equivalent
mp-3584,P,mp-3584__mp-3584-EXAFS-P-K,equivalent
mp-35893,Al,mp-35893__mp-35893-EXAFS-Al-K,equivalent
mp-35893,K,mp-35893__mp-35893-EXAFS-K-K,near_equivalent
mp-35893,O,mp-35893__mp-35893-EXAFS-O-K,equivalent
mp-35899,Li,mp-35899__mp-35899-EXAFS-Li-K,equivalent
mp-3589,B,mp-3589__mp-3589-EXAFS-B-K,single_site
mp-3589,O,mp-3589__mp-3589-EXAFS-O-K,equivalent
mp-3589,P,mp-3589__mp-3589-EXAFS-P-K,single_site
mp-35907,La,mp-35907__mp-35907-EXAFS-La-K,near_equivalent
mp-35907,Te,mp-35907__mp-35907-EXAFS-Te-K,near_equivalent
mp-35907,Tl,mp-35907__mp-35907-EXAFS-Tl-K,single_site
mp-35915,Ba,mp-35915__mp-35915-EXAFS-Ba-K,single_site
mp-35915,Bi,mp-35915__mp-35915-EXAFS-Bi-K,equivalent
mp-3591,B,mp-3591__mp-3591-EXAFS-B-K,single_site
mp-3591,Nd,mp-3591__mp-3591-EXAFS-Nd-K,single_site
mp-3591,Rh,mp-3591__mp-3591-EXAFS-Rh-K,equivalent
mp-35925,Ni,mp-35925__mp-35925-EXAFS-Ni-K,single_site
mp-35925,O,mp-35925__mp-35925-EXAFS-O-K,equivalent
mp-3592,Au,mp-3592__mp-3592-EXAFS-Au-K,equivalent
mp-3593,Sn,mp-3593__mp-3593-EXAFS-Sn-K,equivalent
mp-3593,Ta,mp-3593__mp-3593-EXAFS-Ta-K,equivalent
mp-3594,Ga,mp-3594__mp-3594-EXAFS-Ga-K,equivalent
mp-35975,Li,mp-35975__mp-35975-EXAFS-Li-K,near_equivalent
mp-35975,Mo,mp-35975__mp-35975-EXAFS-Mo-K,equivalent
mp-35975,O,mp-35975__mp-35975-EXAFS-O-K,near_equivalent
mp-3597,O,mp-3597__mp-3597-EXAFS-O-K,near_equivalent
mp-3597,Ru,mp-3597__mp-3597-EXAFS-Ru-K,equivalent
mp-3598,Ba,mp-3598__mp-3598-EXAFS-Ba-K,equivalent
mp-3598,O,mp-3598__mp-3598-EXAFS-O-K,near_equivalent
mp-3598,Ru,mp-3598__mp-3598-EXAFS-Ru-K,near_equivalent
mp-36002,K,mp-36002__mp-36002-EXAFS-K-K,equivalent
mp-36002,Ta,mp-36002__mp-36002-EXAFS-Ta-K,near_equivalent
mp-36007,Ba,mp-36007__mp-36007-EXAFS-Ba-K,equivalent
mp-36007,Nd,mp-36007__mp-36007-EXAFS-Nd-K,equivalent
mp-36007,Se,mp-36007__mp-36007-EXAFS-Se-K,equivalent
mp-3601,Ba,mp-3601__mp-3601-EXAFS-Ba-K,equivalent
mp-3601,S,mp-3601__mp-3601-EXAFS-S-K,near_equivalent
mp-3601,U,mp-3601__mp-3601-EXAFS-U-K,equivalent
mp-36029,Ag,mp-36029__mp-36029-EXAFS-Ag-K,equivalent
mp-36029,Er,mp-36029__mp-36029-EXAFS-Er-K,equivalent
mp-36029,S,mp-36029__mp-36029-EXAFS-S-K,equivalent
mp-3602,Ni,mp-3602__mp-3602-EXAFS-Ni-K,equivalent
mp-3602,Y,mp-3602__mp-3602-EXAFS-Y-K,equivalent
mp-3603,B,mp-3603__mp-3603-EXAFS-B-K,equivalent
mp-3603,N,mp-3603__mp-3603-EXAFS-N-K,equivalent
mp-36053,P,mp-36053__mp-36053-EXAFS-P-K,equivalent
mp-3605,Co,mp-3605__mp-3605-EXAFS-Co-K,equivalent
mp-3605,Ge,mp-3605__mp-3605-EXAFS-Ge-K,equivalent
mp-3605,Th,mp-3605__mp-3605-EXAFS-Th-K,single_site
mp-36066,N,mp-36066__mp-36066-EXAFS-N-K,equivalent
mp-36066,O,mp-36066__mp-36066-EXAFS-O-K,equivalent
mp-36066,P,mp-36066__mp-36066-EXAFS-P-K,equivalent
mp-3608,Ag,mp-3608__mp-3608-EXAFS-Ag-K,equivalent
mp-3608,Lu,mp-3608__mp-3608-EXAFS-Lu-K,equivalent
mp-36100,Ca,mp-36100__mp-36100-EXAFS-Ca-K,equivalent
mp-36100,S,mp-36100__mp-36100-EXAFS-S-K,equivalent
mp-36100,Sm,mp-36100__mp-36100-EXAFS-Sm-K,equivalent
mp-36111,Mg,mp-36111__mp-36111-EXAFS-Mg-K,single_site
mp-36111,P,mp-36111__mp-36111-EXAFS-P-K,single_site
mp-3611,Dy,mp-3611__mp-3611-EXAFS-Dy-K,equivalent
mp-3611,Hf,mp-3611__mp-3611-EXAFS-Hf-K,equivalent
mp-3612,Nb,mp-3612__mp-3612-EXAFS-Nb-K,equivalent
mp-3612,Sb,mp-3612__mp-3612-EXAFS-Sb-K,equivalent
mp-36150,S,mp-36150__mp-36150-EXAFS-S-K,equivalent
mp-36150,Sm,mp-36150__mp-36150-EXAFS-Sm-K,equivalent
mp-36150,Tm,mp-36150__mp-36150-EXAFS-Tm-K,equivalent
mp-3618,Fe,mp-3618__mp-3618-EXAFS-Fe-K,equivalent
mp-36194,Ba,mp-36194__mp-36194-EXAFS-Ba-K,equivalent
mp-36194,Ti,mp-36194__mp-36194-EXAFS-Ti-K,single_site
mp-361,Cu,mp-361__mp-361-EXAFS-Cu-K,equivalent
mp-361,O,mp-361__mp-361-EXAFS-O-K,equivalent
mp-36216,S,mp-36216__mp-36216-EXAFS-S-K,equivalent
mp-36223,Ba,mp-36223__mp-36223-EXAFS-Ba-K,equivalent
mp-36223,Pr,mp-36223__mp-36223-EXAFS-Pr-K,equivalent
mp-36223,S,mp-36223__mp-36223-EXAFS-S-K,equivalent
mp-36225,Zr,mp-36225__mp-36225-EXAFS-Zr-K,single_site
mp-36234,Na,mp-36234__mp-36234-EXAFS-Na-K,equivalent
mp-36235,Na,mp-36235__mp-36235-EXAFS-Na-K,equivalent
mp-3623,Al,mp-3623__mp-3623-EXAFS-Al-K,single_site
mp-3623,Co,mp-3623__mp-3623-EXAFS-Co-K,equivalent
mp-3623,Mn,mp-3623__mp-3623-EXAFS-Mn-K,single_site
mp-36240,Li,mp-36240__mp-36240-EXAFS-Li-K,equivalent
mp-3626,O,mp-3626__mp-3626-EXAFS-O-K,equivalent
mp-3626,Zr,mp-3626__mp-3626-EXAFS-Zr-K,equivalent
mp-3627,Eu,mp-3627__mp-3627-EXAFS-Eu-K,single_site
mp-3627,Mo,mp-3627__mp-3627-EXAFS-Mo-K,equivalent
mp-362,Ni,mp-362__mp-362-EXAFS-Ni-K,equivalent
mp-362,S,mp-362__mp-362-EXAFS-S-K,equivalent
mp-36305,Pr,mp-36305__mp-36305-EXAFS-Pr-K,equivalent
mp-36305,Te,mp-36305__mp-36305-EXAFS-Te-K,equivalent
mp-36305,U,mp-36305__mp-36305-EXAFS-U-K,equivalent
mp-3630,Ho,mp-3630__mp-3630-EXAFS-Ho-K,equivalent
mp-3630,In,mp-3630__mp-3630-EXAFS-In-K,equivalent
mp-36329,Sr,mp-36329__mp-36329-EXAFS-Sr-K,single_site
mp-36329,U,mp-36329__mp-36329-EXAFS-U-K,single_site
mp-3632,F,mp-3632__mp-3632-EXAFS-F-K,equivalent
mp-3632,S,mp-3632__mp-3632-EXAFS-S-K,equivalent
mp-3633,Er,mp-3633__mp-3633-EXAFS-Er-K,single_site
mp-3633,Fe,mp-3633__mp-3633-EXAFS-Fe-K,equivalent
mp-36358,Ca,mp-36358__mp-36358-EXAFS-Ca-K,equivalent
mp-36358,Gd,mp-36358__mp-36358-EXAFS-Gd-K,equivalent
mp-36358,S,mp-36358__mp-36358-EXAFS-S-K,equivalent
mp-3635,B,mp-3635__mp-3635-EXAFS-B-K,equivalent
mp-3635,Li,mp-3635__mp-3635-EXAFS-Li-K,equivalent
mp-3637,F,mp-3637__mp-3637-EXAFS-F-K,equivalent
mp-3637,O,mp-3637__mp-3637-EXAFS-O-K,equivalent
mp-3637,Y,mp-3637__mp-3637-EXAFS-Y-K,equivalent
mp-36381,P,mp-36381__mp-36381-EXAFS-P-K,equivalent
mp-36381,S,mp-36381__mp-36381-EXAFS-S-K,equivalent
mp-36381,Sn,mp-36381__mp-36381-EXAFS-Sn-K,single_site
mp-36383,Ag,mp-36383__mp-36383-EXAFS-Ag-K,equivalent
mp-3638,Cu,mp-3638__mp-3638-EXAFS-Cu-K,equivalent
mp-3638,P,mp-3638__mp-3638-EXAFS-P-K,equivalent
mp-36395,Cd,mp-36395__mp-36395-EXAFS-Cd-K,equivalent
mp-36395,La,mp-36395__mp-36395-EXAFS-La-K,equivalent
mp-36395,S,mp-36395__mp-36395-EXAFS-S-K,equivalent
mp-36407,Eu,mp-36407__mp-36407-EXAFS-Eu-K,equivalent
mp-36407,Nd,mp-36407__mp-36407-EXAFS-Nd-K,equivalent
mp-36407,Se,mp-36407__mp-36407-EXAFS-Se-K,equivalent
mp-3640,Nb,mp-3640__mp-3640-EXAFS-Nb-K,equivalent
mp-36447,Al,mp-36447__mp-36447-EXAFS-Al-K,equivalent
mp-36447,Co,mp-36447__mp-36447-EXAFS-Co-K,equivalent
mp-36447,O,mp-36447__mp-36447-EXAFS-O-K,equivalent
mp-36465,Fe,mp-36465__mp-36465-EXAFS-Fe-K,equivalent
mp-3647,Ga,mp-3647__mp-3647-EXAFS-Ga-K,equivalent
mp-3647,Li,mp-3647__mp-3647-EXAFS-Li-K,equivalent
mp-3648,Au,mp-3648__mp-3648-EXAFS-Au-K,single_site
mp-3648,Cu,mp-3648__mp-3648-EXAFS-Cu-K,single_site
mp-3648,Zn,mp-3648__mp-3648-EXAFS-Zn-K,equivalent
mp-364,Rh,mp-364__mp-364-EXAFS-Rh-K,single_site
mp-36508,F,mp-36508__mp-36508-EXAFS-F-K,equivalent
mp-36508,Hg,mp-36508__mp-36508-EXAFS-Hg-K,single_site
mp-36508,Sn,mp-36508__mp-36508-EXAFS-Sn-K,single_site
mp-3650,Hf,mp-3650__mp-3650-EXAFS-Hf-K,equivalent
mp-36515,Pr,mp-36515__mp-36515-EXAFS-Pr-K,equivalent
mp-36515,Se,mp-36515__mp-36515-EXAFS-Se-K,equivalent
mp-36515,U,mp-36515__mp-36515-EXAFS-U-K,equivalent
mp-36526,Ac,mp-36526__mp-36526-EXAFS-Ac-K,single_site
mp-36526,F,mp-36526__mp-36526-EXAFS-F-K,single_site
mp-36526,O,mp-36526__mp-36526-EXAFS-O-K,single_site
mp-36529,Na,mp-36529__mp-36529-EXAFS-Na-K,equivalent
mp-36536,Ce,mp-36536__mp-36536-EXAFS-Ce-K,equivalent
mp-36536,Na,mp-36536__mp-36536-EXAFS-Na-K,equivalent
mp-36536,S,mp-36536__mp-36536-EXAFS-S-K,equivalent
mp-36538,La,mp-36538__mp-36538-EXAFS-La-K,equivalent
mp-36538,Pb,mp-36538__mp-36538-EXAFS-Pb-K,equivalent
mp-36538,S,mp-36538__mp-36538-EXAFS-S-K,equivalent
mp-3653,Mg,mp-3653__mp-3653-EXAFS-Mg-K,equivalent
mp-3653,Sb,mp-3653__mp-3653-EXAFS-Sb-K,equivalent
mp-3654,Ca,mp-3654__mp-3654-EXAFS-Ca-K,single_site
mp-3654,F,mp-3654__mp-3654-EXAFS-F-K,equivalent
mp-3654,Rb,mp-3654__mp-3654-EXAFS-Rb-K,single_site
mp-36577,Sr,mp-36577__mp-36577-EXAFS-Sr-K,single_site
mp-3657,Co,mp-3657__mp-3657-EXAFS-Co-K,equivalent
mp-3657,Si,mp-3657__mp-3657-EXAFS-Si-K,single_site
mp-3657,Ti,mp-3657__mp-3657-EXAFS-Ti-K,single_site
mp-36592,Ag,mp-36592__mp-36592-EXAFS-Ag-K,single_site
mp-36592,Nd,mp-36592__mp-36592-EXAFS-Nd-K,near_equivalent
mp-3660,Li,mp-3660__mp-3660-EXAFS-Li-K,equivalent
mp-3663,Ga,mp-3663__mp-3663-EXAFS-Ga-K,single_site
mp-3663,Ta,mp-3663__mp-3663-EXAFS-Ta-K,equivalent
mp-36641,Cd,mp-36641__mp-36641-EXAFS-Cd-K,single_site
mp-36641,Ga,mp-36641__mp-36641-EXAFS-Ga-K,near_equivalent
mp-3664,Nd,mp-3664__mp-3664-EXAFS-Nd-K,single_site
mp-3664,S,mp-3664__mp-3664-EXAFS-S-K,equivalent
mp-3664,Tl,mp-3664__mp-3664-EXAFS-Tl-K,single_site
mp-3666,Li,mp-3666__mp-3666-EXAFS-Li-K,equivalent
mp-3666,O,mp-3666__mp-3666-EXAFS-O-K,equivalent
mp-3666,Ta,mp-3666__mp-3666-EXAFS-Ta-K,equivalent
mp-3667,O,mp-3667__mp-3667-EXAFS-O-K,equivalent
mp-3667,P,mp-3667__mp-3667-EXAFS-P-K,equivalent
mp-3667,S,mp-3667__mp-3667-EXAFS-S-K,equivalent
mp-3668,Cd,mp-3668__mp-3668-EXAFS-Cd-K,equivalent
mp-3668,Ge,mp-3668__mp-3668-EXAFS-Ge-K,equivalent
mp-3668,P,mp-3668__mp-3668-EXAFS-P-K,equivalent
mp-3669,Mn,mp-3669__mp-3669-EXAFS-Mn-K,equivalent
mp-3669,Nb,mp-3669__mp-3669-EXAFS-Nb-K,near_equivalent
mp-36711,Na,mp-36711__mp-36711-EXAFS-Na-K,equivalent
mp-36711,Sm,mp-36711__mp-36711-EXAFS-Sm-K,near_equivalent
mp-3671,Nb,mp-3671__mp-3671-EXAFS-Nb-K,equivalent
mp-36733,Cd,mp-36733__mp-36733-EXAFS-Cd-K,equivalent
mp-36733,La,mp-36733__mp-36733-EXAFS-La-K,equivalent
mp-36733,Se,mp-36733__mp-36733-EXAFS-Se-K,equivalent
mp-36734,Ce,mp-36734__mp-36734-EXAFS-Ce-K,single_site
mp-36734,O,mp-36734__mp-36734-EXAFS-O-K,equivalent
mp-36734,Th,mp-36734__mp-36734-EXAFS-Th-K,single_site
mp-36738,Co,mp-36738__mp-36738-EXAFS-Co-K,equivalent
mp-36765,Ti,mp-36765__mp-36765-EXAFS-Ti-K,equivalent
mp-3676,Cu,mp-3676__mp-3676-EXAFS-Cu-K,equivalent
mp-3676,Sn,mp-3676__mp-3676-EXAFS-Sn-K,single_site
mp-36775,Al,mp-36775__mp-36775-EXAFS-Al-K,equivalent
mp-36775,Sr,mp-36775__mp-36775-EXAFS-Sr-K,equivalent
mp-36779,O,mp-36779__mp-36779-EXAFS-O-K,near_equivalent
mp-3677,Mg,mp-3677__mp-3677-EXAFS-Mg-K,equivalent
mp-3677,N,mp-3677__mp-3677-EXAFS-N-K,near_equivalent
mp-3677,Si,mp-3677__mp-3677-EXAFS-Si-K,equivalent
mp-3678,Ru,mp-3678__mp-3678-EXAFS-Ru-K,equivalent
mp-3678,Si,mp-3678__mp-3678-EXAFS-Si-K,equivalent
mp-3678,Tb,mp-3678__mp-3678-EXAFS-Tb-K,single_site
mp-36791,Li,mp-36791__mp-36791-EXAFS-Li-K,equivalent
mp-36791,Nd,mp-36791__mp-36791-EXAFS-Nd-K,equivalent
mp-36791,S,mp-36791__mp-36791-EXAFS-S-K,equivalent
mp-3679,Ni,mp-3679__mp-3679-EXAFS-Ni-K,equivalent
mp-3679,S,mp-3679__mp-3679-EXAFS-S-K,equivalent
mp-3679,Sb,mp-3679__mp-3679-EXAFS-Sb-K,equivalent
mp-36800,Mg,mp-36800__mp-36800-EXAFS-Mg-K,equivalent
mp-36800,N,mp-36800__mp-36800-EXAFS-N-K,equivalent
mp-36800,Ta,mp-36800__mp-36800-EXAFS-Ta-K,equivalent
mp-3680,B,mp-3680__mp-3680-EXAFS-B-K,equivalent
mp-3682,Cu,mp-3682__mp-3682-EXAFS-Cu-K,equivalent
mp-3682,F,mp-3682__mp-3682-EXAFS-F-K,near_equivalent
mp-3682,K,mp-3682__mp-3682-EXAFS-K-K,equivalent
mp-3683,Cu,mp-3683__mp-3683-EXAFS-Cu-K,equivalent
mp-36864,Ti,mp-36864__mp-36864-EXAFS-Ti-K,equivalent
mp-36866,Al,mp-36866__mp-36866-EXAFS-Al-K,equivalent
mp-36866,Cd,mp-36866__mp-36866-EXAFS-Cd-K,equivalent
mp-36866,O,mp-36866__mp-36866-EXAFS-O-K,equivalent
mp-3686,B,mp-3686__mp-3686-EXAFS-B-K,single_site
mp-3686,Rh,mp-3686__mp-3686-EXAFS-Rh-K,equivalent
mp-3686,Yb,mp-3686__mp-3686-EXAFS-Yb-K,single_site
mp-36884,Sn,mp-36884__mp-36884-EXAFS-Sn-K,equivalent
mp-3688,Er,mp-3688__mp-3688-EXAFS-Er-K,equivalent
mp-3688,Sn,mp-3688__mp-3688-EXAFS-Sn-K,equivalent
mp-36890,Ta,mp-36890__mp-36890-EXAFS-Ta-K,single_site
mp-36891,N,mp-36891__mp-36891-EXAFS-N-K,single_site
mp-3689,B,mp-3689__mp-3689-EXAFS-B-K,equivalent
mp-368,P,mp-368__mp-368-EXAFS-P-K,equivalent
mp-36912,Cd,mp-36912__mp-36912-EXAFS-Cd-K,equivalent
mp-36912,Pr,mp-36912__mp-36912-EXAFS-Pr-K,equivalent
mp-36912,S,mp-36912__mp-36912-EXAFS-S-K,equivalent
mp-36915,Fe,mp-36915__mp-36915-EXAFS-Fe-K,equivalent
mp-36921,Mn,mp-36921__mp-36921-EXAFS-Mn-K,near_equivalent
mp-3694,Nd,mp-3694__mp-3694-EXAFS-Nd-K,near_equivalent
mp-3694,P,mp-3694__mp-3694-EXAFS-P-K,equivalent
mp-3694,S,mp-3694__mp-3694-EXAFS-S-K,equivalent
mp-3696,U,mp-3696__mp-3696-EXAFS-U-K,equivalent
mp-36988,Al,mp-36988__mp-36988-EXAFS-Al-K,equivalent
mp-36988,Ca,mp-36988__mp-36988-EXAFS-Ca-K,equivalent
mp-369,Tb,mp-369__mp-369-EXAFS-Tb-K,near_equivalent
mp-37014,Gd,mp-37014__mp-37014-EXAFS-Gd-K,equivalent
mp-37014,O,mp-37014__mp-37014-EXAFS-O-K,equivalent
mp-37014,Pa,mp-37014__mp-37014-EXAFS-Pa-K,equivalent
mp-3702,Cu,mp-3702__mp-3702-EXAFS-Cu-K,single_site
mp-3702,Fe,mp-3702__mp-3702-EXAFS-Fe-K,single_site
mp-3702,Pt,mp-3702__mp-3702-EXAFS-Pt-K,equivalent
mp-37030,Ta,mp-37030__mp-37030-EXAFS-Ta-K,single_site
mp-37045,Ce,mp-37045__mp-37045-EXAFS-Ce-K,equivalent
mp-37045,S,mp-37045__mp-37045-EXAFS-S-K,equivalent
mp-37045,Sm,mp-37045__mp-37045-EXAFS-Sm-K,equivalent
mp-3704,Cs,mp-3704__mp-3704-EXAFS-Cs-K,equivalent
mp-3704,Mn,mp-3704__mp-3704-EXAFS-Mn-K,near_equivalent
mp-3704,Se,mp-3704__mp-3704-EXAFS-Se-K,equivalent
mp-37070,Pr,mp-37070__mp-37070-EXAFS-Pr-K,equivalent
mp-37070,S,mp-37070__mp-37070-EXAFS-S-K,equivalent
mp-37070,Sm,mp-37070__mp-37070-EXAFS-Sm-K,equivalent
mp-3707,Ca,mp-3707__mp-3707-EXAFS-Ca-K,equivalent
mp-3709,Co,mp-3709__mp-3709-EXAFS-Co-K,equivalent
mp-3709,Ge,mp-3709__mp-3709-EXAFS-Ge-K,equivalent
mp-3709,Tb,mp-3709__mp-3709-EXAFS-Tb-K,single_site
mp-3710,B,mp-3710__mp-3710-EXAFS-B-K,single_site
mp-3710,Ho,mp-3710__mp-3710-EXAFS-Ho-K,single_site
mp-3710,Rh,mp-3710__mp-3710-EXAFS-Rh-K,equivalent
mp-37153,Ag,mp-37153__mp-37153-EXAFS-Ag-K,single_site
mp-37153,As,mp-37153__mp-37153-EXAFS-As-K,single_site
mp-37153,F,mp-37153__mp-37153-EXAFS-F-K,equivalent
mp-37167,Rh,mp-37167__mp-37167-EXAFS-Rh-K,equivalent
mp-37167,U,mp-37167__mp-37167-EXAFS-U-K,near_equivalent
mp-3716,Ni,mp-3716__mp-3716-EXAFS-Ni-K,single_site
mp-3716,Sb,mp-3716__mp-3716-EXAFS-Sb-K,single_site
mp-3716,Tb,mp-3716__mp-3716-EXAFS-Tb-K,single_site
mp-37183,Gd,mp-37183__mp-37183-EXAFS-Gd-K,equivalent
mp-37183,S,mp-37183__mp-37183-EXAFS-S-K,equivalent
mp-37183,Sr,mp-37183__mp-37183-EXAFS-Sr-K,equivalent
mp-3718,O,mp-3718__mp-3718-EXAFS-O-K,equivalent
mp-3718,Te,mp-3718__mp-3718-EXAFS-Te-K,equivalent
mp-3718,Th,mp-3718__mp-3718-EXAFS-Th-K,equivalent
mp-37199,Ce,mp-37199__mp-37199-EXAFS-Ce-K,equivalent
mp-37199,Nd,mp-37199__mp-37199-EXAFS-Nd-K,equivalent
mp-37199,S,mp-37199__mp-37199-EXAFS-S-K,equivalent
mp-371,La,mp-371__mp-371-EXAFS-La-K,equivalent
mp-371,Tl,mp-371__mp-371-EXAFS-Tl-K,single_site
mp-37207,Ga,mp-37207__mp-37207-EXAFS-Ga-K,equivalent
mp-37207,O,mp-37207__mp-37207-EXAFS-O-K,equivalent
mp-37216,Cd,mp-37216__mp-37216-EXAFS-Cd-K,single_site
