# purpose: exp5_training_pool
# These samples have site_equivalence_tag in {incompat, near_equivalent_multiset_mismatch}.
# Excluded from Exp4 training. Reserved for Exp5 if a site-averaging strategy is implemented.
# See Step 2.5 Phase D / F report for rationale.
sample_name,mp_id,center_element,original_split,tag,max_shell1_MAE
mp-647283__mp-647283-EXAFS-O-K,mp-647283,O,train,incompat,999.0
mp-647285__mp-647285-EXAFS-Mg-K,mp-647285,Mg,train,incompat,999.0
mp-647285__mp-647285-EXAFS-O-K,mp-647285,O,train,incompat,999.0
mp-647285__mp-647285-EXAFS-V-K,mp-647285,V,train,incompat,999.0
mp-647305__mp-647305-EXAFS-Ag-K,mp-647305,Ag,train,incompat,999.0
mp-647305__mp-647305-EXAFS-Cl-K,mp-647305,Cl,train,incompat,999.0
mp-647305__mp-647305-EXAFS-O-K,mp-647305,O,train,incompat,999.0
mp-647340__mp-647340-EXAFS-Ba-K,mp-647340,Ba,train,incompat,999.0
mp-647340__mp-647340-EXAFS-Co-K,mp-647340,Co,train,incompat,999.0
mp-647340__mp-647340-EXAFS-O-K,mp-647340,O,train,incompat,999.0
mp-647342__mp-647342-EXAFS-Cl-K,mp-647342,Cl,train,incompat,999.0
mp-647342__mp-647342-EXAFS-P-K,mp-647342,P,train,incompat,999.0
mp-647343__mp-647343-EXAFS-Br-K,mp-647343,Br,train,incompat,999.0
mp-647350__mp-647350-EXAFS-O-K,mp-647350,O,val,incompat,999.0
mp-647350__mp-647350-EXAFS-Rb-K,mp-647350,Rb,val,incompat,999.0
mp-647352__mp-647352-EXAFS-Cr-K,mp-647352,Cr,train,incompat,999.0
mp-647352__mp-647352-EXAFS-O-K,mp-647352,O,train,incompat,999.0
mp-647352__mp-647352-EXAFS-Rb-K,mp-647352,Rb,train,incompat,999.0
mp-647363__mp-647363-EXAFS-Bi-K,mp-647363,Bi,train,incompat,999.0
mp-647363__mp-647363-EXAFS-La-K,mp-647363,La,train,incompat,999.0
mp-647385__mp-647385-EXAFS-O-K,mp-647385,O,train,incompat,999.0
mp-647385__mp-647385-EXAFS-Pb-K,mp-647385,Pb,train,incompat,999.0
mp-647385__mp-647385-EXAFS-V-K,mp-647385,V,train,incompat,999.0
mp-6473__mp-6473-EXAFS-Ca-K,mp-6473,Ca,train,incompat,999.0
mp-6473__mp-6473-EXAFS-O-K,mp-6473,O,train,incompat,999.0
mp-647427__mp-647427-EXAFS-Ge-K,mp-647427,Ge,train,incompat,999.0
mp-647427__mp-647427-EXAFS-O-K,mp-647427,O,train,incompat,999.0
mp-647450__mp-647450-EXAFS-Ca-K,mp-647450,Ca,holdout,incompat,999.0
mp-647450__mp-647450-EXAFS-F-K,mp-647450,F,holdout,incompat,999.0
mp-647450__mp-647450-EXAFS-O-K,mp-647450,O,holdout,incompat,999.0
mp-647450__mp-647450-EXAFS-Si-K,mp-647450,Si,holdout,incompat,999.0
mp-647476__mp-647476-EXAFS-Ba-K,mp-647476,Ba,train,incompat,999.0
mp-647476__mp-647476-EXAFS-Cl-K,mp-647476,Cl,train,incompat,999.0
mp-647476__mp-647476-EXAFS-Li-K,mp-647476,Li,train,incompat,999.0
mp-647476__mp-647476-EXAFS-O-K,mp-647476,O,train,incompat,999.0
mp-6474__mp-6474-EXAFS-Ba-K,mp-6474,Ba,train,incompat,999.0
mp-6474__mp-6474-EXAFS-O-K,mp-6474,O,train,incompat,999.0
mp-647520__mp-647520-EXAFS-O-K,mp-647520,O,train,incompat,999.0
mp-647532__mp-647532-EXAFS-Eu-K,mp-647532,Eu,val,incompat,999.0
mp-647533__mp-647533-EXAFS-O-K,mp-647533,O,train,incompat,999.0
mp-647549__mp-647549-EXAFS-Cl-K,mp-647549,Cl,train,incompat,999.0
mp-647553__mp-647553-EXAFS-Cl-K,mp-647553,Cl,train,incompat,0.24101
mp-647553__mp-647553-EXAFS-O-K,mp-647553,O,train,incompat,999.0
mp-647553__mp-647553-EXAFS-P-K,mp-647553,P,train,incompat,999.0
mp-647556__mp-647556-EXAFS-Cd-K,mp-647556,Cd,val,incompat,999.0
mp-647556__mp-647556-EXAFS-N-K,mp-647556,N,val,incompat,999.0
mp-647556__mp-647556-EXAFS-Tl-K,mp-647556,Tl,val,incompat,999.0
mp-647557__mp-647557-EXAFS-O-K,mp-647557,O,train,incompat,999.0
mp-647557__mp-647557-EXAFS-Pb-K,mp-647557,Pb,train,incompat,999.0
mp-647575__mp-647575-EXAFS-Cl-K,mp-647575,Cl,holdout,incompat,999.0
mp-647575__mp-647575-EXAFS-K-K,mp-647575,K,holdout,incompat,999.0
mp-647589__mp-647589-EXAFS-Ge-K,mp-647589,Ge,train,incompat,999.0
mp-647589__mp-647589-EXAFS-La-K,mp-647589,La,train,incompat,999.0
mp-647590__mp-647590-EXAFS-As-K,mp-647590,As,train,incompat,999.0
mp-647590__mp-647590-EXAFS-Pb-K,mp-647590,Pb,train,incompat,999.0
mp-647590__mp-647590-EXAFS-S-K,mp-647590,S,train,incompat,999.0
mp-647606__mp-647606-EXAFS-Cu-K,mp-647606,Cu,train,incompat,999.0
mp-647680__mp-647680-EXAFS-Mn-K,mp-647680,Mn,train,incompat,999.0
mp-647680__mp-647680-EXAFS-O-K,mp-647680,O,train,incompat,999.0
mp-647680__mp-647680-EXAFS-Si-K,mp-647680,Si,train,incompat,999.0
mp-647725__mp-647725-EXAFS-C-K,mp-647725,C,train,incompat,999.0
mp-647725__mp-647725-EXAFS-Os-K,mp-647725,Os,train,incompat,999.0
mp-647727__mp-647727-EXAFS-F-K,mp-647727,F,train,incompat,999.0
mp-647727__mp-647727-EXAFS-N-K,mp-647727,N,train,incompat,999.0
mp-647727__mp-647727-EXAFS-Re-K,mp-647727,Re,train,incompat,999.0
mp-647729__mp-647729-EXAFS-P-K,mp-647729,P,train,incompat,999.0
mp-647729__mp-647729-EXAFS-Zr-K,mp-647729,Zr,train,incompat,999.0
mp-647768__mp-647768-EXAFS-C-K,mp-647768,C,train,incompat,999.0
mp-647805__mp-647805-EXAFS-Bi-K,mp-647805,Bi,test,incompat,999.0
mp-647805__mp-647805-EXAFS-Ce-K,mp-647805,Ce,test,incompat,999.0
mp-647813__mp-647813-EXAFS-Cs-K,mp-647813,Cs,train,incompat,999.0
mp-647814__mp-647814-EXAFS-O-K,mp-647814,O,train,incompat,999.0
mp-647814__mp-647814-EXAFS-U-K,mp-647814,U,train,incompat,999.0
mp-647862__mp-647862-EXAFS-O-K,mp-647862,O,holdout,incompat,999.0
mp-647867__mp-647867-EXAFS-Mo-K,mp-647867,Mo,test,incompat,999.0
mp-647867__mp-647867-EXAFS-O-K,mp-647867,O,test,incompat,999.0
mp-647878__mp-647878-EXAFS-Cl-K,mp-647878,Cl,train,incompat,999.0
mp-647878__mp-647878-EXAFS-N-K,mp-647878,N,train,incompat,999.0
mp-6478__mp-6478-EXAFS-O-K,mp-6478,O,train,incompat,999.0
mp-647900__mp-647900-EXAFS-S-K,mp-647900,S,train,incompat,999.0
mp-647924__mp-647924-EXAFS-Eu-K,mp-647924,Eu,train,incompat,999.0
mp-647924__mp-647924-EXAFS-O-K,mp-647924,O,train,incompat,999.0
mp-647987__mp-647987-EXAFS-C-K,mp-647987,C,val,incompat,999.0
mp-647999__mp-647999-EXAFS-O-K,mp-647999,O,test,incompat,999.0
mp-6479__mp-6479-EXAFS-O-K,mp-6479,O,train,incompat,999.0
mp-648006__mp-648006-EXAFS-In-K,mp-648006,In,holdout,incompat,999.0
mp-648006__mp-648006-EXAFS-Ni-K,mp-648006,Ni,holdout,incompat,999.0
mp-648006__mp-648006-EXAFS-Tb-K,mp-648006,Tb,holdout,incompat,999.0
mp-648007__mp-648007-EXAFS-Mo-K,mp-648007,Mo,test,incompat,999.0
mp-648007__mp-648007-EXAFS-O-K,mp-648007,O,test,incompat,999.0
mp-648053__mp-648053-EXAFS-O-K,mp-648053,O,train,incompat,999.0
mp-648069__mp-648069-EXAFS-O-K,mp-648069,O,train,incompat,999.0
mp-648072__mp-648072-EXAFS-O-K,mp-648072,O,train,incompat,999.0
mp-648086__mp-648086-EXAFS-Ga-K,mp-648086,Ga,train,incompat,999.0
mp-648117__mp-648117-EXAFS-C-K,mp-648117,C,train,incompat,999.0
mp-648117__mp-648117-EXAFS-O-K,mp-648117,O,train,incompat,999.0
mp-648140__mp-648140-EXAFS-Cl-K,mp-648140,Cl,val,incompat,999.0
mp-648140__mp-648140-EXAFS-Na-K,mp-648140,Na,val,incompat,999.0
mp-648157__mp-648157-EXAFS-C-K,mp-648157,C,train,incompat,999.0
mp-648157__mp-648157-EXAFS-O-K,mp-648157,O,train,incompat,999.0
mp-648157__mp-648157-EXAFS-Os-K,mp-648157,Os,train,incompat,999.0
mp-648163__mp-648163-EXAFS-O-K,mp-648163,O,train,incompat,999.0
mp-648164__mp-648164-EXAFS-O-K,mp-648164,O,train,incompat,999.0
mp-648167__mp-648167-EXAFS-Br-K,mp-648167,Br,train,incompat,999.0
mp-648167__mp-648167-EXAFS-C-K,mp-648167,C,train,incompat,999.0
mp-648167__mp-648167-EXAFS-Fe-K,mp-648167,Fe,train,incompat,999.0
mp-648179__mp-648179-EXAFS-Cs-K,mp-648179,Cs,train,incompat,999.0
mp-648179__mp-648179-EXAFS-Mn-K,mp-648179,Mn,train,incompat,999.0
mp-648179__mp-648179-EXAFS-O-K,mp-648179,O,train,incompat,999.0
mp-648179__mp-648179-EXAFS-V-K,mp-648179,V,train,incompat,999.0
mp-648193__mp-648193-EXAFS-C-K,mp-648193,C,train,incompat,999.0
mp-648193__mp-648193-EXAFS-F-K,mp-648193,F,train,incompat,999.0
mp-648193__mp-648193-EXAFS-N-K,mp-648193,N,train,incompat,0.10952
mp-6481__mp-6481-EXAFS-Na-K,mp-6481,Na,train,incompat,999.0
mp-6481__mp-6481-EXAFS-O-K,mp-6481,O,train,incompat,999.0
mp-6481__mp-6481-EXAFS-Si-K,mp-6481,Si,train,incompat,999.0
mp-648256__mp-648256-EXAFS-Ni-K,mp-648256,Ni,train,incompat,999.0
mp-648256__mp-648256-EXAFS-Pr-K,mp-648256,Pr,train,incompat,999.0
mp-648256__mp-648256-EXAFS-Si-K,mp-648256,Si,train,incompat,999.0
mp-648263__mp-648263-EXAFS-C-K,mp-648263,C,train,incompat,999.0
mp-648263__mp-648263-EXAFS-O-K,mp-648263,O,train,incompat,999.0
mp-648263__mp-648263-EXAFS-Os-K,mp-648263,Os,train,incompat,999.0
mp-648264__mp-648264-EXAFS-C-K,mp-648264,C,train,incompat,999.0
mp-648264__mp-648264-EXAFS-O-K,mp-648264,O,train,incompat,999.0
mp-648264__mp-648264-EXAFS-Os-K,mp-648264,Os,train,incompat,999.0
mp-648264__mp-648264-EXAFS-S-K,mp-648264,S,train,incompat,999.0
mp-648289__mp-648289-EXAFS-O-K,mp-648289,O,train,incompat,999.0
mp-648289__mp-648289-EXAFS-Os-K,mp-648289,Os,train,incompat,999.0
mp-648289__mp-648289-EXAFS-S-K,mp-648289,S,train,incompat,999.0
mp-648363__mp-648363-EXAFS-Cl-K,mp-648363,Cl,train,incompat,999.0
mp-648363__mp-648363-EXAFS-N-K,mp-648363,N,train,incompat,999.0
mp-648384__mp-648384-EXAFS-B-K,mp-648384,B,val,incompat,999.0
mp-648384__mp-648384-EXAFS-O-K,mp-648384,O,val,incompat,999.0
mp-648394__mp-648394-EXAFS-C-K,mp-648394,C,train,incompat,999.0
mp-648394__mp-648394-EXAFS-O-K,mp-648394,O,train,incompat,999.0
mp-648414__mp-648414-EXAFS-S-K,mp-648414,S,train,incompat,999.0
mp-648414__mp-648414-EXAFS-V-K,mp-648414,V,train,incompat,999.0
mp-648448__mp-648448-EXAFS-O-K,mp-648448,O,train,incompat,999.0
mp-6485__mp-6485-EXAFS-Se-K,mp-6485,Se,holdout,incompat,999.0
mp-648633__mp-648633-EXAFS-C-K,mp-648633,C,train,incompat,999.0
mp-648633__mp-648633-EXAFS-O-K,mp-648633,O,train,incompat,999.0
mp-6486__mp-6486-EXAFS-O-K,mp-6486,O,train,incompat,999.0
mp-648745__mp-648745-EXAFS-O-K,mp-648745,O,train,incompat,999.0
mp-648774__mp-648774-EXAFS-Cl-K,mp-648774,Cl,train,incompat,999.0
mp-648788__mp-648788-EXAFS-F-K,mp-648788,F,train,incompat,999.0
mp-648788__mp-648788-EXAFS-O-K,mp-648788,O,train,incompat,999.0
mp-648788__mp-648788-EXAFS-Te-K,mp-648788,Te,train,incompat,999.0
mp-648805__mp-648805-EXAFS-O-K,mp-648805,O,train,incompat,999.0
mp-648805__mp-648805-EXAFS-Os-K,mp-648805,Os,train,incompat,999.0
mp-648832__mp-648832-EXAFS-Pd-K,mp-648832,Pd,train,incompat,999.0
mp-648832__mp-648832-EXAFS-Sm-K,mp-648832,Sm,train,incompat,999.0
mp-648843__mp-648843-EXAFS-C-K,mp-648843,C,train,incompat,999.0
mp-648843__mp-648843-EXAFS-Cl-K,mp-648843,Cl,train,incompat,999.0
mp-648843__mp-648843-EXAFS-Os-K,mp-648843,Os,train,incompat,999.0
mp-648893__mp-648893-EXAFS-Na-K,mp-648893,Na,val,incompat,999.0
mp-648893__mp-648893-EXAFS-V-K,mp-648893,V,val,incompat,999.0
mp-6488__mp-6488-EXAFS-K-K,mp-6488,K,val,incompat,999.0
mp-6488__mp-6488-EXAFS-O-K,mp-6488,O,val,incompat,999.0
mp-6488__mp-6488-EXAFS-Ti-K,mp-6488,Ti,val,incompat,999.0
mp-648932__mp-648932-EXAFS-S-K,mp-648932,S,train,incompat,999.0
mp-648971__mp-648971-EXAFS-Ce-K,mp-648971,Ce,train,incompat,999.0
mp-648971__mp-648971-EXAFS-Mo-K,mp-648971,Mo,train,incompat,999.0
mp-648971__mp-648971-EXAFS-O-K,mp-648971,O,train,incompat,999.0
mp-648984__mp-648984-EXAFS-As-K,mp-648984,As,train,incompat,999.0
mp-648988__mp-648988-EXAFS-C-K,mp-648988,C,train,incompat,999.0
mp-648988__mp-648988-EXAFS-Na-K,mp-648988,Na,train,incompat,999.0
mp-648988__mp-648988-EXAFS-O-K,mp-648988,O,train,incompat,999.0
mp-648999__mp-648999-EXAFS-Nb-K,mp-648999,Nb,test,incompat,999.0
mp-648999__mp-648999-EXAFS-P-K,mp-648999,P,test,incompat,999.0
mp-649033__mp-649033-EXAFS-Sb-K,mp-649033,Sb,train,incompat,999.0
mp-649033__mp-649033-EXAFS-Sr-K,mp-649033,Sr,train,incompat,999.0
mp-649039__mp-649039-EXAFS-O-K,mp-649039,O,train,incompat,999.0
mp-649080__mp-649080-EXAFS-Cl-K,mp-649080,Cl,train,incompat,999.0
mp-649084__mp-649084-EXAFS-B-K,mp-649084,B,val,incompat,999.0
mp-649084__mp-649084-EXAFS-Ru-K,mp-649084,Ru,val,incompat,999.0
mp-649086__mp-649086-EXAFS-Ga-K,mp-649086,Ga,test,incompat,999.0
mp-649086__mp-649086-EXAFS-O-K,mp-649086,O,test,incompat,999.0
mp-649091__mp-649091-EXAFS-Cl-K,mp-649091,Cl,train,incompat,999.0
mp-649107__mp-649107-EXAFS-F-K,mp-649107,F,train,incompat,999.0
mp-649107__mp-649107-EXAFS-O-K,mp-649107,O,train,incompat,999.0
mp-649107__mp-649107-EXAFS-Te-K,mp-649107,Te,train,incompat,999.0
mp-649165__mp-649165-EXAFS-Fe-K,mp-649165,Fe,train,incompat,999.0
mp-649165__mp-649165-EXAFS-O-K,mp-649165,O,train,incompat,999.0
mp-649177__mp-649177-EXAFS-F-K,mp-649177,F,train,incompat,999.0
mp-649177__mp-649177-EXAFS-O-K,mp-649177,O,train,incompat,999.0
mp-649177__mp-649177-EXAFS-Te-K,mp-649177,Te,train,incompat,999.0
mp-649195__mp-649195-EXAFS-O-K,mp-649195,O,train,incompat,0.30209
mp-6491__mp-6491-EXAFS-Na-K,mp-6491,Na,train,incompat,999.0
mp-6491__mp-6491-EXAFS-O-K,mp-6491,O,train,incompat,999.0
mp-649327__mp-649327-EXAFS-Br-K,mp-649327,Br,train,incompat,999.0
mp-649334__mp-649334-EXAFS-Cl-K,mp-649334,Cl,train,incompat,999.0
mp-6493__mp-6493-EXAFS-O-K,mp-6493,O,train,incompat,999.0
mp-649453__mp-649453-EXAFS-Ca-K,mp-649453,Ca,train,incompat,999.0
mp-649453__mp-649453-EXAFS-Cl-K,mp-649453,Cl,train,incompat,999.0
mp-649470__mp-649470-EXAFS-N-K,mp-649470,N,val,incompat,999.0
mp-649470__mp-649470-EXAFS-O-K,mp-649470,O,val,incompat,999.0
mp-649472__mp-649472-EXAFS-O-K,mp-649472,O,train,incompat,999.0
mp-649479__mp-649479-EXAFS-Ca-K,mp-649479,Ca,train,incompat,999.0
mp-649479__mp-649479-EXAFS-Sb-K,mp-649479,Sb,train,incompat,999.0
mp-649521__mp-649521-EXAFS-Ni-K,mp-649521,Ni,train,incompat,999.0
mp-649521__mp-649521-EXAFS-P-K,mp-649521,P,train,incompat,999.0
mp-649524__mp-649524-EXAFS-Fe-K,mp-649524,Fe,train,incompat,999.0
mp-649524__mp-649524-EXAFS-K-K,mp-649524,K,train,incompat,999.0
mp-649524__mp-649524-EXAFS-O-K,mp-649524,O,train,incompat,999.0
mp-649524__mp-649524-EXAFS-P-K,mp-649524,P,train,incompat,999.0
mp-649595__mp-649595-EXAFS-O-K,mp-649595,O,test,incompat,999.0
mp-6495__mp-6495-EXAFS-Er-K,mp-6495,Er,train,incompat,999.0
mp-6495__mp-6495-EXAFS-O-K,mp-6495,O,train,incompat,999.0
mp-649601__mp-649601-EXAFS-F-K,mp-649601,F,val,incompat,999.0
mp-649605__mp-649605-EXAFS-O-K,mp-649605,O,train,incompat,999.0
mp-649619__mp-649619-EXAFS-Pb-K,mp-649619,Pb,train,incompat,999.0
mp-649676__mp-649676-EXAFS-Ca-K,mp-649676,Ca,train,incompat,999.0
mp-649683__mp-649683-EXAFS-O-K,mp-649683,O,val,incompat,999.0
mp-649683__mp-649683-EXAFS-P-K,mp-649683,P,val,incompat,999.0
mp-6496__mp-6496-EXAFS-Ba-K,mp-6496,Ba,train,incompat,999.0
mp-649704__mp-649704-EXAFS-Ce-K,mp-649704,Ce,train,incompat,999.0
mp-649704__mp-649704-EXAFS-Ni-K,mp-649704,Ni,train,incompat,999.0
mp-649729__mp-649729-EXAFS-Nb-K,mp-649729,Nb,train,incompat,999.0
mp-649747__mp-649747-EXAFS-F-K,mp-649747,F,val,incompat,999.0
mp-649747__mp-649747-EXAFS-K-K,mp-649747,K,val,incompat,999.0
mp-649747__mp-649747-EXAFS-Sb-K,mp-649747,Sb,val,incompat,999.0
mp-649754__mp-649754-EXAFS-O-K,mp-649754,O,train,incompat,999.0
mp-649754__mp-649754-EXAFS-Os-K,mp-649754,Os,train,incompat,999.0
mp-649756__mp-649756-EXAFS-F-K,mp-649756,F,train,incompat,999.0
mp-649756__mp-649756-EXAFS-N-K,mp-649756,N,train,incompat,999.0
mp-649756__mp-649756-EXAFS-S-K,mp-649756,S,train,incompat,999.0
mp-649774__mp-649774-EXAFS-Pb-K,mp-649774,Pb,train,incompat,999.0
mp-649774__mp-649774-EXAFS-S-K,mp-649774,S,train,incompat,999.0
mp-649813__mp-649813-EXAFS-Mn-K,mp-649813,Mn,val,incompat,999.0
mp-649813__mp-649813-EXAFS-O-K,mp-649813,O,val,incompat,999.0
mp-649813__mp-649813-EXAFS-Pb-K,mp-649813,Pb,val,incompat,999.0
mp-649905__mp-649905-EXAFS-O-K,mp-649905,O,train,incompat,999.0
mp-649905__mp-649905-EXAFS-Te-K,mp-649905,Te,train,incompat,999.0
mp-649905__mp-649905-EXAFS-V-K,mp-649905,V,train,incompat,999.0
mp-649915__mp-649915-EXAFS-O-K,mp-649915,O,train,incompat,0.11041
mp-649933__mp-649933-EXAFS-Ba-K,mp-649933,Ba,train,incompat,999.0
mp-649933__mp-649933-EXAFS-C-K,mp-649933,C,train,incompat,999.0
mp-649944__mp-649944-EXAFS-Cu-K,mp-649944,Cu,train,incompat,999.0
mp-649944__mp-649944-EXAFS-Na-K,mp-649944,Na,train,incompat,999.0
mp-649944__mp-649944-EXAFS-O-K,mp-649944,O,train,incompat,999.0
mp-649950__mp-649950-EXAFS-Br-K,mp-649950,Br,val,incompat,999.0
mp-649957__mp-649957-EXAFS-Cu-K,mp-649957,Cu,train,incompat,999.0
mp-649957__mp-649957-EXAFS-O-K,mp-649957,O,train,incompat,999.0
mp-649982__mp-649982-EXAFS-Pb-K,mp-649982,Pb,train,incompat,999.0
mp-649982__mp-649982-EXAFS-S-K,mp-649982,S,train,incompat,999.0
mp-6499__mp-6499-EXAFS-O-K,mp-6499,O,train,incompat,999.0
mp-650007__mp-650007-EXAFS-Cl-K,mp-650007,Cl,train,incompat,0.22517
mp-650015__mp-650015-EXAFS-N-K,mp-650015,N,train,incompat,999.0
mp-650023__mp-650023-EXAFS-C-K,mp-650023,C,train,incompat,999.0
mp-650024__mp-650024-EXAFS-O-K,mp-650024,O,train,incompat,0.11902
mp-650026__mp-650026-EXAFS-Cl-K,mp-650026,Cl,train,incompat,999.0
mp-650029__mp-650029-EXAFS-C-K,mp-650029,C,train,incompat,999.0
mp-650029__mp-650029-EXAFS-Fe-K,mp-650029,Fe,train,incompat,999.0
mp-650029__mp-650029-EXAFS-O-K,mp-650029,O,train,incompat,999.0
mp-650029__mp-650029-EXAFS-S-K,mp-650029,S,train,incompat,999.0
mp-650031__mp-650031-EXAFS-La-K,mp-650031,La,train,incompat,999.0
mp-650049__mp-650049-EXAFS-N-K,mp-650049,N,train,incompat,999.0
mp-650055__mp-650055-EXAFS-Fe-K,mp-650055,Fe,val,incompat,999.0
mp-650055__mp-650055-EXAFS-O-K,mp-650055,O,val,incompat,999.0
mp-650112__mp-650112-EXAFS-Fe-K,mp-650112,Fe,train,incompat,999.0
mp-650121__mp-650121-EXAFS-O-K,mp-650121,O,train,incompat,999.0
mp-650121__mp-650121-EXAFS-Se-K,mp-650121,Se,train,incompat,999.0
mp-650124__mp-650124-EXAFS-Re-K,mp-650124,Re,train,incompat,999.0
mp-650124__mp-650124-EXAFS-S-K,mp-650124,S,train,incompat,999.0
mp-650137__mp-650137-EXAFS-Cs-K,mp-650137,Cs,train,incompat,999.0
mp-650137__mp-650137-EXAFS-Se-K,mp-650137,Se,train,incompat,999.0
mp-650178__mp-650178-EXAFS-O-K,mp-650178,O,train,incompat,999.0
mp-650178__mp-650178-EXAFS-Se-K,mp-650178,Se,train,incompat,999.0
mp-6501__mp-6501-EXAFS-Ho-K,mp-6501,Ho,test,incompat,999.0
mp-6501__mp-6501-EXAFS-O-K,mp-6501,O,test,incompat,999.0
mp-650224__mp-650224-EXAFS-Fe-K,mp-650224,Fe,train,incompat,999.0
mp-650224__mp-650224-EXAFS-O-K,mp-650224,O,train,incompat,999.0
mp-650224__mp-650224-EXAFS-P-K,mp-650224,P,train,incompat,999.0
mp-650280__mp-650280-EXAFS-As-K,mp-650280,As,train,incompat,999.0
mp-650280__mp-650280-EXAFS-Cs-K,mp-650280,Cs,train,incompat,999.0
mp-650280__mp-650280-EXAFS-S-K,mp-650280,S,train,incompat,999.0
mp-650285__mp-650285-EXAFS-Mn-K,mp-650285,Mn,train,incompat,999.0
mp-650285__mp-650285-EXAFS-Si-K,mp-650285,Si,train,incompat,999.0
mp-650336__mp-650336-EXAFS-Cl-K,mp-650336,Cl,train,incompat,999.0
mp-650336__mp-650336-EXAFS-N-K,mp-650336,N,train,incompat,999.0
mp-650392__mp-650392-EXAFS-Fe-K,mp-650392,Fe,train,incompat,999.0
mp-650392__mp-650392-EXAFS-O-K,mp-650392,O,train,incompat,999.0
mp-650392__mp-650392-EXAFS-Si-K,mp-650392,Si,train,incompat,999.0
mp-650442__mp-650442-EXAFS-Te-K,mp-650442,Te,train,incompat,999.0
mp-650442__mp-650442-EXAFS-Tl-K,mp-650442,Tl,train,incompat,999.0
mp-650451__mp-650451-EXAFS-Cs-K,mp-650451,Cs,train,incompat,999.0
mp-650451__mp-650451-EXAFS-F-K,mp-650451,F,train,incompat,999.0
mp-650503__mp-650503-EXAFS-Br-K,mp-650503,Br,val,incompat,999.0
mp-650503__mp-650503-EXAFS-Rb-K,mp-650503,Rb,val,incompat,999.0
mp-650510__mp-650510-EXAFS-C-K,mp-650510,C,train,incompat,999.0
mp-650510__mp-650510-EXAFS-N-K,mp-650510,N,train,incompat,999.0
mp-650513__mp-650513-EXAFS-As-K,mp-650513,As,train,incompat,999.0
mp-650518__mp-650518-EXAFS-Ca-K,mp-650518,Ca,train,incompat,999.0
mp-650518__mp-650518-EXAFS-Fe-K,mp-650518,Fe,train,incompat,999.0
mp-650518__mp-650518-EXAFS-O-K,mp-650518,O,train,incompat,999.0
mp-650524__mp-650524-EXAFS-F-K,mp-650524,F,train,incompat,999.0
mp-650524__mp-650524-EXAFS-S-K,mp-650524,S,train,incompat,999.0
mp-650524__mp-650524-EXAFS-Sb-K,mp-650524,Sb,train,incompat,999.0
mp-650526__mp-650526-EXAFS-Br-K,mp-650526,Br,train,incompat,999.0
mp-650526__mp-650526-EXAFS-C-K,mp-650526,C,train,incompat,999.0
mp-650526__mp-650526-EXAFS-O-K,mp-650526,O,train,incompat,999.0
mp-650532__mp-650532-EXAFS-Cd-K,mp-650532,Cd,train,incompat,999.0
mp-650532__mp-650532-EXAFS-Cs-K,mp-650532,Cs,train,incompat,999.0
mp-650532__mp-650532-EXAFS-O-K,mp-650532,O,train,incompat,999.0
mp-650538__mp-650538-EXAFS-Br-K,mp-650538,Br,train,incompat,999.0
mp-650538__mp-650538-EXAFS-C-K,mp-650538,C,train,incompat,999.0
mp-650538__mp-650538-EXAFS-O-K,mp-650538,O,train,incompat,999.0
mp-650538__mp-650538-EXAFS-W-K,mp-650538,W,train,incompat,999.0
mp-650598__mp-650598-EXAFS-O-K,mp-650598,O,train,incompat,999.0
mp-650598__mp-650598-EXAFS-Pb-K,mp-650598,Pb,train,incompat,999.0
mp-650601__mp-650601-EXAFS-K-K,mp-650601,K,train,incompat,999.0
mp-650601__mp-650601-EXAFS-O-K,mp-650601,O,train,incompat,999.0
mp-650601__mp-650601-EXAFS-Si-K,mp-650601,Si,train,incompat,999.0
mp-650619__mp-650619-EXAFS-Bi-K,mp-650619,Bi,train,incompat,999.0
mp-650619__mp-650619-EXAFS-Cs-K,mp-650619,Cs,train,incompat,999.0
mp-650619__mp-650619-EXAFS-Se-K,mp-650619,Se,train,incompat,999.0
mp-650674__mp-650674-EXAFS-As-K,mp-650674,As,train,incompat,999.0
mp-650674__mp-650674-EXAFS-F-K,mp-650674,F,train,incompat,999.0
mp-650674__mp-650674-EXAFS-Se-K,mp-650674,Se,train,incompat,999.0
mp-650695__mp-650695-EXAFS-O-K,mp-650695,O,train,incompat,999.0
mp-650715__mp-650715-EXAFS-O-K,mp-650715,O,train,incompat,999.0
mp-650741__mp-650741-EXAFS-Cu-K,mp-650741,Cu,val,incompat,999.0
mp-650741__mp-650741-EXAFS-Mo-K,mp-650741,Mo,val,incompat,999.0
mp-650741__mp-650741-EXAFS-O-K,mp-650741,O,val,incompat,999.0
mp-650764__mp-650764-EXAFS-Ba-K,mp-650764,Ba,train,incompat,999.0
mp-6507__mp-6507-EXAFS-O-K,mp-6507,O,train,incompat,999.0
mp-650814__mp-650814-EXAFS-C-K,mp-650814,C,train,incompat,999.0
mp-650814__mp-650814-EXAFS-O-K,mp-650814,O,train,incompat,999.0
mp-650814__mp-650814-EXAFS-Re-K,mp-650814,Re,train,incompat,999.0
mp-650816__mp-650816-EXAFS-La-K,mp-650816,La,train,incompat,999.0
mp-650816__mp-650816-EXAFS-O-K,mp-650816,O,train,incompat,999.0
mp-650816__mp-650816-EXAFS-S-K,mp-650816,S,train,incompat,999.0
